IdDescripcionRuta,CodigoComarca,NombreComarca,TipoRuta,DescripcionTipoRutaES,DescripcionTipoRutaEU,CodigoMunicipioInicio,NombreMunicipioInicio,CodigoMunicipioFin,NombreMunicipioFin,Trazado,CodigoSeguridad,DescripcionSeguridadES,DescripcionSeguridadEU,CodigoAccesibilidad,DescripcionAccesibilidadES,DescripcionAccesibilidadEU,CodigoDificultad,DescripcionDificultadES,DescripcionDificultadEU,LongitudIdaVuelta,LongitudIda,DesnivelPositivoIda,DesnivelNegativoIda,TiempoIda,LongitudVuelta,DesnivelPositivoVuelta,DesnivelNegativoVuelta,TiempoVuelta,TransportePublico,LatitudInicial,LatitudFinal,LongitudInicial,LongitudFinal,NombreRuta,InformacionRutaES,InformacionRutaEU,InformacionBreveRutaES,InformacionBreveRutaEU,DireccionInicioES,DireccionInicioEU,DireccionFinES,DireccionFinEU,UrlInformacion,UrlGPX,UrlFichaDescriptivaES,UrlFichaDescriptivaEU
TXO07,5,Txorierri,0,Circular,Zirkularra,62,Zamudio,,Zamudio,TXO07.gpx,4,Alta,Handia,3,Media,Ertaina,3,Media,Ertaina,5.81,5.81,83,83,01:28,,,,,1,43.2845537458,,-2.8650951851,,Zamudio-Teknologi Parkea,"El itinerario parte del casco de Zamudio y recorre parte del Parque Tecnológico Bizkaia, que ocupa terrenos de Zamudio y Derio. Discurre por aceras, salvo un tramo de 1.300m, entre el aparcamiento de Euskaltel y el caserío Oloste (junto al campo de fútbol de Arteaga, Zamudio), en el que sigue una vía local asfaltada que une diversos caseríos. Sale de Arteaga (San Martin), cruza la BI-737, baja a la vega del Asua (rampa con pendiente superior al 12%) y sigue la regata de Dañoko erreka para entrar al parque, un entorno que ofrece múltiples alternativas para adaptar el recorrido según las circunstancias. El que se ha grabado recorre terrenos de Zamudio y Derio, volviendo al punto de inicio subiendo desde el campo de fútbol de Arteaga (rampa con pendiente superior al 12%).","Zamudioko herrigunetik abiatuta, ibilbideak Bizkaia Teknologi Parkearen zati bat zeharkatzen du, Zamudio eta Derioko mugen barruan. Espaloien gainetik egiten du, 1.300 metroko tarte bat izan ezik, Euskalteleko aparkalekuaren eta Oloste baserriaren artean (Zamudioko futbol zelaiaren ondoan), non baserrien artetik igaroz tokiko asfaltozko bide bat jarraitzen den. Arteagatik abiatuta (San Martin), BI-737 errepidea jarraitzen da, Asuako ibarrera jaisten da (%12tik gorako maldak tarteko) eta Dañoko erreka jarraitzen du parkean sartzeko, ibilaldia uneko behar eta gustuetara egokitzea ahalbidetzen duen ingurunean. Grabatu den ibilbideak Zamudio eta Derioko bideak jarraitzen ditu, abiapuntura Arteagako futbol zelai ondotik igaroz itzultzen delarik, %12tik gorako maldako tarte bat gainditu ondoren.",El itinerario recorre en parte el núcleo urbano de Zamudio y atraviesa el Parque Tecnológico.,"Ibilbideak Zamudioko herrigunea zeharkatzen du tarte batean, Teknologia Parkean (Zamudio) zehar igarotzen delarik.","Sabino Arana plaza, 1","Sabino Arana plaza, 1",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/80,https://www.bizkaia.eus/documents/1544457/1565773/TXO07.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO07_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO07_eu.pdf
TXO10,5,Txorierri,1,Lineal,Lineala,63,Derio,62.0,Zamudio,TXO10.gpx,4,Alta,Handia,3,Media,Ertaina,3,Media,Ertaina,5.44,2.72,40,17,00:41,5.44,57.0,57.0,01:22,1,43.2910514809,,-2.8869480640,,Derio-Lekunbiz-Zamudio,"El itinerario une el casco urbano de Derio con el de Zamudio, siguiendo en su mayor parte las aceras de polígonos industriales. Sale de Arteaga (Derio), y cruza la BI-737 y las vías de tren a través de una pasarela elevada para acceder el polígono Neinver. Tras tomar la acera hacia el este, pasa por debajo de la N-633, entra en el polígono Ugaldeguren III y sigue a la regata de Kortetako Erreka para llegar a Arteaga (San Martin, Zamudio) por las aceras del parque de Aranoltza. Una vez más se comprueba que los polígonos industriales ofrecen terrenos llanos, aceras largas, continuas e iluminadas, y presencia continua de personas a lo largo de gran parte del día. Pero también se observan riesgos, como los que se han recogido en la grabación, derivados en su mayoría de las maniobras de vehículos pesados.","Ibilbideak Derio eta Zamudioko herriguneak elkartzen ditu, gehienean industriaguneetako espaloiak jarraituz. Arteagatik (Derio)abiatzen da, gaineko pasabidean zehar BI-737 eta trenbidea gainditu eta Neinver industriagunera iritsiz. Espaloia ekialderantz hartu ondoren BI633 errepidearen azpitik pasatzen da, Ugaldeguren III industriagunean sartzen da eta Kortetako erreka jarraitzen du Aranoltzako parkeko espaloietan zehar Arteagara (San Martin, Zamudio) iritsiz. Beste behin ikus daiteke industriaguneek inguru lauak eta espaloi luze, jarrai eta argiztatuak eskaintzen dituztela, egunaren tarte gehienetan pertsonen etengabeko presentziarekin gainera. Baina aldi berean arriskuak antzematen dira, grabaketan jaso direnak kasu, ibilgailu astunen maniobrek eraginak gehienetan.","El itinerario recorre parte del núcleo urbano de Derio, pasa por Lekunbiz (Zamudio) y llega al casco urbano de Zamudio.","Ibilbideak Derioko herrigunea zeharkatzen du tarte batean, Lekunbizetik (Zamudio) pasa eta Zamudioko herrigunera iristen delarik.","Herriko plaza, 3","Herriko plaza, 3","Sabino Arana plaza, 1","Sabino Arana plaza, 1",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/83,https://www.bizkaia.eus/documents/1544457/1565773/TXO10.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO10_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO10_eu.pdf
TXO08,5,Txorierri,1,Lineal,Lineala,63,Derio,63.0,Derio,TXO08.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,5.74,2.87,35,22,00:44,5.74,57.0,57.0,01:27,1,43.2911266666,,-2.8869373351,,Derio-Bidegorri-Astikene,"El itinerario sigue las aceras y el bidegorri que llevan desde el casco urbano de Derio a la entrada al municipio desde Loiu. Partiendo de Herriko Plaza, la ruta sube a Uribe Parkea, siguiendo aceras en un principio y ganando altura por paseos una vez en el parque. Al final del mismo se une al bidegorri para girar de nuevo hacia el norte por la avenida Mungialde. Pasa junto a la parroquia de San Isidro para volver a unirse al bidegorri, que siguiendo a la calle Lainomendi, pasa junto al polígono industrial de Astikene y termina en la rotonda de la entrada al municipio desde Larrakoetxe. La caminata se puede prolongar en las aceras del polígono industrial.","Derioko herrigunetik abiatuta, ibilbideak espaloi eta bidegorriak jarraitzen ditu, Loiuik datorren errepidearen sarbideraino. Herriko plazatik abiatu eta Uribe Parkera igotzen da, espaloien gainean hasiera batean eta parkeko paseaguneetan zehar garaiera irabaziaz ondoren. Amaieran bidegorriarekin egiten du bat, Mungialde etorbiderantz iparraldera bira eginez. San Isidro parrokiaren ondotik igaro eta bidegorriari elkartzen zaio berriro, Lainomendi kaleari jarraitu eta Astikene industriagune ondotik igarota biribilgunean amaituz, Larrakoetxetik datorren sarbidean. Ibilaldia industriaguneko espaloietan zehar luza daiteke.",El itinerario recorre parte del casco urbano de Derio y llega al polígono Astikene.,"Ibilbideak Derioko herrigunea zeharkatzen du tarte batean, Astikene poligonora iristen delarik.","Herriko plaza, 3","Herriko plaza, 3","Aiartza, barrio San Esteban","Aiartza, San Esteban auzoa",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/81,https://www.bizkaia.eus/documents/1544457/1565773/TXO08.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO08_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO08_eu.pdf
TXO09,5,Txorierri,0,Circular,Zirkularra,63,Derio,,Derio,TXO09.gpx,4,Alta,Handia,3,Media,Ertaina,3,Media,Ertaina,5.59,5.59,82,82,01:23,,,,,1,43.2910928037,,-2.8869225830,,Derio-Teknologi Parkea,"El itinerario sale del casco de Derio y recorre una parte del Parque Tecnológico. Partiendo de Herriko Plaza, el itinerario sale hacia el antiguo seminario, atravesando por un paso inferior la carretera B-631 tras pasar entre dos centros escolares. En el Parque Tecnológico, con sus generosas aceras y dotación de bancos y arbolado, las opciones para configurar recorridos son numerosas: la que se ha grabado sigue la larga recta de la calle Taileri y gira al norte a la altura del hotel Aisia para rodear los edificios que se encuentran junto al campo de golf. Inicia el retorno por Taileri y atravesando la BI-631 por el paso inferior del campo de fútbol para volver hacia el punto de origen. El retorno desde el Parque Tecnológico también puede realizarse por el camino de San Cristóbal, aunque no cuenta con protección ni arcén para caminantes.","Derioko herrigunetik abiatuta, ibilbideak Teknologi Parkeko zati bat zeharkatzen du. Herriko Plazatik abiatu eta aintzinako apaiztegirantz egiten du, bi ikastetxeren artetik pasa ondoren BI-631 errepideko azpiko pasagunetik igaroz. Teknologi Parkean, bere espaloi zabal eta eserleku ugariekin, ibilaldiak behar eta gustuen arabera egokitzeko aukera anitzak daude: grabatu denak Taileri kaleko zuzen luzeari jarraitzen dio eta Aisia hotelaren parean iparralderantz egiten du golf zelaiaren ondoko eraikinak inguratuz. Itzulbidea Tailerin zehar hasten du, eta futbol zelai ondoan dagoen BI-631 errepide azpiko pasagunean zehar itzultzen da abiapuntu aldera. Teknologi Parketik itzultzeko San Kristobaleko bidea jarrai daiteke, ibiltarientzako bazterbide edo babesik ez daukan arren.",El itinerario recorre parte del casco urbano de Derio y atraviesa parcialmente el Parque Tecnológico.,"Ibilbideak Derioko herrigunea zeharkatzen du tarte batean, Parke Teknologikoan zehar igarotzen delarik.","Herriko plaza, 3","Herriko plaza, 3",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/82,https://www.bizkaia.eus/documents/1544457/1565773/TXO09.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO09_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO09_eu.pdf
TXO12,5,Txorierri,1,Lineal,Lineala,64,Sondika,63.0,Derio,TXO12.gpx,4,Alta,Handia,4,Alta,Handia,3,Media,Ertaina,9.18,4.59,39,35,01:09,9.18,74.0,74.0,02:18,1,43.2996252459,,-2.9251636751,,Sondika-Derio,"El itinerario une el casco urbano de Sondika con el de Derio, siguiendo la avenida Txorierri y atravesando en su parte final el polígono industrial Ugaldeguren I. Sale de la plaza Goiri hacia el este por las aceras de la avenida Txorierri (BI-737), llegando hasta la rotonda previa al cementerio. Se trata de una carretera con un tráfico intenso y una proporción notable de vehículos pesados. En este punto las y los caminantes continúan directamente hacia Derio o entran a Ugaldeguren I por Baztiena (Zamudio). El largo tramo de acera paralelo al río Asua (cota mínima del recorrido, 16m) lleva hasta Neinver, desde cuyas aceras se llega a la pasarela elevada sobre la BI-737 y las vías de tren (cota máxima del recorrido, 36m). Desde aquí se llega al ayuntamiento de Derio siguiendo la acera de la avenida Txorierri.","Ibilbideak Sondika eta Derioko herriguneak elkartzen ditu, Txorierri hiribidea jarraituz eta amaieran Ugaldeguren I industriagunea zeharkatuz. Goiri enparantzatik abiatzen da ekialderantz Txorierri hiribideko (BI-737) espaloietan zehar, hilerriaren aurreko biribilgunera iristen delarik.Trafiko handia eta ibilgailu astun ugari dituen errepidea da. Puntu honetan ibiltariek Deriorantz jarraitzen dute Deriorantz edo Ugaldeguren I industriagunean sartzen dira Baztienan zehar (Zamudio). Asua errekaren ondoko tarte luzeak (ibilaldiko gutxieneko garaiera, 16m) Neinver industriaguneraino darama, eta bertako espaloiei jarraituz BI-737 eta trenbidearen gaineko pasabidera iristen da (ibilbideko gehieneko garaiera, 36m). Hemendik udaletxera Txorierri hiribideko espaloia jarraituz iristen da.","El itinerario recorre parte del casco urbano de Sondika, pasa por Larrondo Elotxelerri (Loiu) y Santimami (Zamudio), y llega al casco urbano de Derio.","Ibilbideak Sondikako herrigunea zeharkatzen du tarte batean, Larrondo Elotxelerri (Loiu) eta Santimamitik (Zamudio) pasatzen da, eta Derioko herrigunera iristen da.",Goiri enparantza,Goiri enparantza,"Herriko plaza, 3","Herriko plaza, 3",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/85,https://www.bizkaia.eus/documents/1544457/1565773/TXO12.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO12_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO12_eu.pdf
TXO11,5,Txorierri,0,Circular,Zirkularra,64,Sondika,,Sondika,TXO11.gpx,3,Media,Ertaina,3,Media,Ertaina,2,Alta,Handia,8.44,8.44,91,91,02:07,,,,,1,43.2951072324,,-2.9315814469,,Sondika,"El itinerario recorre diversas zonas para el paseo en el casco urbano de Sondika y en su entorno periurbano. Baja desde el ayuntamiento (cota máxima del recorrido, 38m) por Goronda Beko, pasando junto al parque de Basozabal y las aceras de Txorisolo, donde se puede prolongar el paseo en buenas condiciones. La bajada hasta el polígono industrial Zangroiz se produce por una vía asfaltada sin aceras. Cruza sobre el río Asua (cota mínima del recorrido, 6m), continuando sin aceras por el asfalto del camino Errotako, bordeando primero la N-637 y más adelante el ferrocarril Bilbao-Lezama. Se vuelve hacia Basozabal por Ibaiondo e Izarza hasta la avenida Txorierri (BI-737). Recorre hacia el este sus aceras hasta salir de Sondika, girando en el Club Deportivo Loiu para volver por Elotxelerri y entrando en el casco por Errementeria. Pasa junto a la plaza Goiri, gira al sur en Goiri Erdikoa y vuelve al punto inicial por Agirre Lehendakaria.","Ibilbideak Sondikako herrigunean eta bere ingurunean pasiarako erabiltzen diren hainbat ingurune zeharkatzen ditu. Udaletxetik jaisten da (ibilladiko gehieneko garaiera, 38m) Goronda Bekon zehar, jarraian Basozabal parkearen eta Txorisoloko espaloien ondotik igarotzen delarik, ibilaldia baldintza onetan luzatzeko aukera ematen duten inguruak biak. Zangroiz industriagunerako jeitsiera tokiko asfaltozko bide batean egiten da, bazterbide edo babesik gabea. Asua erreka gainditu (ibilbideko gutxieneko garaiera, 6m) eta espaloirik gabe Errotako bideari jarraitzen dio, N-637aren ondotik lehenengo eta Bilbo-Lezama trenbidearen ondotik geroago. Ibaiondo eta Izarzan barrena itzultzen da Basozabal aldera, Txorierri hiribideraino (BI-737). Bere espaloietan zehar egiten du ekialdera, Sondikatik irten eta Loiu Kirol Klubean bira egin ondoren Elotxelerritik itzulbidea hartu eta herrigunera Errementaritik sartuz. Goiri enparantzaren ondotik igaro, Goiri Erdikoan hegoalderantz bira egin eta Agirre Lehendakarian zehar abiapuntura itzultzen da.","El itinerario recorre el núcleo urbano de Sondika, pasa por Zangroiz y junto a Izartza, y llega a Larrondo Elotxelerri (Loiu).","Ibilbideak Sondikako herrigunea zeharkatzen du, Zangroizetik eta Izartza ondotik pasatzen da, eta Larrondo Elotxelerrira (Loiu) iristen da.","Goronda Gane bidea, 1","Goronda Gane bidea, 1",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/84,https://www.bizkaia.eus/documents/1544457/1565773/TXO11.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO11_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO11_eu.pdf
TXO14,5,Txorierri,1,Lineal,Lineala,65,Loiu,65.0,Loiu,TXO14.gpx,4,Alta,Handia,2,Baja,Txikia,2,Alta,Handia,9.66,4.83,176,45,01:13,9.66,221.0,221.0,02:25,1,43.3146100771,,-2.9394821450,,Loiu: Zabaloetxe-Lauroeta,"El itinerario une el casco urbano de Loiu con San Miguel (Lauroeta), a lo largo de un recorrido en subida compuesto por dos tramos: el primero, siguiendo una vía local hasta el colegio Urdaneta, y el segundo, sobre la acera vinculada a la BI-3709. La ruta sale de Zabaloetxe (cota mínima del recorrido, 26m) hacia el este por Landatxueta, ascendiendo hacia el norte por Kukulu. Desemboca en una vía local asfaltada que llega al colegio Urdaneta tras dos cuestas (en bajada la primera, en subida la segunda), con tramos que superan el 8%. A partir de este punto el itinerario asciende por la acera asfaltada de la BI-3709, segregada del asfalto por una franja verde. Antes de Lauro Ikastola existe un tramo en el que este carril se separa de la carretera y se eleva sobre ella, con rampas que superan el 12%. Una vez se recupera la sección de la vía, sus características se mantienen hasta su llegada a San Miguel (cota máxima del recorrido, 165m).","Ibilbideak goranzko bidean Loiuko herrigunea eta San Migel (Lauroeta) elkartzen ditu, bi ataletan: lehenengoa, tokiko bide batean zehar Urdaneta ikastetxeraino eta bigarrena BI-3709 errepideko espaloian zehar. Ibilbidea Zabaloetxetik (ibilbideko gutxieneko garaiera, 26m) ekialderantz abiatzen da Landatxuetan barna, Kukulun zehar iparralderantz igoz. Tokiko asfaltozko bide bati jarraituz Urdaneta ikastetxera iristen da, %8a gainditzen duten bi aldapa gainditu ondoren (beherantz lehena, goranttz bigarrena). Puntu honetatik aurrera BI-3709 errepideko asfaltozko espaloiaren gainean doa, errepidetik berdegune batez bereizia. Lauro Ikastolaren aurretik bada tarte bat non espaloi hau errepidetik aldentzen den, %12tik gorako maldak tarteko gorantz eginez. Behin errepidera itzulita, lehengo ezaugarriei eusten zaie San Migeleraino iritsi arte (ibilbideko gehieneko garaiera, 165m).",El itinerario recorre parte del casco urbano de Zabaloetxe y pasa por Lauroeta.,"Ibilbideak Zabaloetxeko herrigunea zeharkatzen du tarte batean, Lauroetatik pasatzen delarik.","Herriko plaza, 1","Herriko plaza, 1",Barrio Lauroeta,Lauroeta auzoa,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/87,https://www.bizkaia.eus/documents/1544457/1565773/TXO14.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO14_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO14_eu.pdf
TXO15,5,Txorierri,1,Lineal,Lineala,65,Loiu,65.0,Loiu,TXO15.gpx,4,Alta,Handia,4,Alta,Handia,3,Media,Ertaina,6.86,3.43,96,31,00:52,6.86,127.0,127.0,01:43,1,43.3146153577,,-2.9395222943,,Loiu: Zabaloetxe-La Merced,"El itinerario une el casco urbano de Loiu con el colegio Nuestra Señora de La Merced, siguiendo la acera vinculada a la BI-3707 (hacia Derio), en un recorrido casi llano en su primera mitad, y en constante subida en la segunda. La ruta sale de Zabaloetxe hacia el este por la acera vinculada a la BI-3707, segregada del asfalto por una franja verde, pasa 1.700 metros después por la rotonda de Larrakoetxe y comienza el ascenso, llegando a superar el 6% en algunos puntos del tramo final, llegando a la cota máxima de 93m.","Ibilbideak Loiuko herrigunea Nuestra Señora de La Merced ikastetxearekin elkartzen du, Deriorantz BI-3707 errepideko espaloiari jarraituz, bide lauan lehengo erdian eta etengabeko igoeran bigarrengoan. Ibilbidea Zabaloetxetik ekialderantz abiatzen da BI-3707 errepideko espaloian zehar, asfaltotik berdegune baten bitartez bereizia dagoena, 1.700 metro aurrerago Lakoetxeko biribilgunetik igarotzen da eta igoera hasten du, azken ataleko zenbait tartetan %6ko malda gaindituz, 93 metrotako gehieneko garaiera gainditzen delarik.","El itinerario recorre parte del casco urbano de Zabaloetxe, y pasa por Larrakoetxe e Iberre.","Ibilbideak Zabaloetxeko herrigunea zeharkatzen du tarte batean, Larrakoetxetik eta Iberretik pasatzen delarik.","Herriko plaza, 1","Herriko plaza, 1","Avda. de Larrakoetxe-Derio, 19","Larrakoetxe-Derio hiribidea, 19",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/88,https://www.bizkaia.eus/documents/1544457/1565773/TXO15.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO15_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO15_eu.pdf
TXO13,5,Txorierri,1,Lineal,Lineala,65,Loiu,64.0,Sondika,TXO13.gpx,4,Alta,Handia,4,Alta,Handia,3,Media,Ertaina,6.98,3.49,30,35,00:53,6.98,65.0,65.0,01:45,1,43.3146189619,,-2.9395056982,,Loiu-Sondika,"El itinerario une el casco urbano de Loiu con el de Sondika sobre las aceras de las carreteras BI-2704 y BI-737. Sale de Zabaloetxe hacia el sur (cota máxima del recorrido, 29m) y desciende por la acera vinculada a la carretera BI-2704 hasta la rotonda de Asua (cota mínima del recorrido, 4m). En este punto gira al este para seguir la acera de la carretera de la Avanzada (BI-737), la cual discurre segregada respecto de la vía en los 500m que separan Torreta (Erandio) de la entrada a Sondika. Los 500m restantes discurren por la acera de Errementeria, hasta la plaza Goiri.","Ibilbideak Loiu eta Sondikako herriguneak elkartzen ditu BI-2704 eta BI-737 errepideetako espaloietan zehar. Zabaloetxetik abiatzen da hegoalderantz (ibilbideko gehieneko garaiera, 29m) eta Asuako biribilgunera jaisten da (ibilbideko gutxieneko garaiera, 4m) BI-2704 errepideko espaloian zehar. Puntu honetan ekialderantz egiten du BI-737 errepideko espaloia jarraituz, asfaltoarengandik bereizita dagoena Torreta (Erandio) eta Sondikako sarreraren arteko 500 metroetan zehar. Azken 500 metroak Errementeriako espaloia jarraitzen dute, Goiri enparantzaraino.","El itinerario recorre parte del núcleo de Zabaloetxea, pasa por Asua y Zangroiz (Sondika), y llega al casco urbano de Sondika.","Ibilbideak Zabaloetxeako herrigunea zeharkatzen du tarte batean, Asua eta Zangroizetik (Sondika) pasatzen da, eta Sondikako herrigunera iristen da.","Herriko plaza, 1","Herriko plaza, 1",Goiri enparantza,Goiri enparantza,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/86,https://www.bizkaia.eus/documents/1544457/1565773/TXO13.gpx,https://www.bizkaia.eus/documents/1544457/1565773/TXO13_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/TXO13_eu.pdf
ARR01,6,Arratia-Amorebieta,1,Lineal,Lineala,67,Lemoa,68.0,Bedia,ARR01.gpx,4,Alta,Handia,4,Alta,Handia,3,Media,Ertaina,9.06,4.53,32,39,01:08,9.06,71.0,71.0,02:16,1,43.2051610295,,-2.7729038056,,Arraibi-Lemoa-Bedia,"El itinerario une el casco urbano de Lemoa con el de Bedia. Sale desde el ayuntamiento en Arraibi, baja por las aceras vinculadas a la BI-635 (cota mínima del recorrido, 53m) y rodea el entorno rural de Lemoaurieta, primero por el este siguiendo el arcén de esta carretera, y más adelante por el norte, siguiendo la acera del acceso a Lemoa por Elizondo. Alcanza la cota máxima de 75m antes de bajar por Intzuntza. Continúa hasta Elexalde por las aceras vinculadas a la N-240, atravesando el polígono industrial de Potzueta.","Ibilbideak Lemoa eta Bediako herriguneak elkartzen ditu. Arraibin dagoen udaletxetik abiatu, BI-635 errepideko espaloiei jarraituz (ibilbideko gutxieneko garaiera, 53m) jeitsi eta Lemoaurietako landa-ingurunea inguratzen du, ekialdetik lehenengo bazterbidean zehar, eta iparraldetik ondoren, Elizondotik Lemoako herrigunera daraman espaloian zehar. Intzuntzan barna jeitsi aurretik gainditzen du ibilbideko gehieneko garaiera (75m). N-240 errepideko espaloiei jarraituz Elexalderaino iritsten da, tartean Potzuetako industriagunea zeharkatzen delarik.","El itinerario sale de Arraibi, pasa por Lemorieta, atraviesa el casco urbano de Lemoa y Mendieta, y llega a Elexalde (Bedia).","Ibilbidea Bediatik abiatzen da, eta Lemorietatik pasa ondoren Lemoako herrigunea eta Mendieta zeharkatzen ditu, Elexaldera (Bedia) iritsiz.","Barrio Arraibi, 1","Arraibi auzoa, 1","Agirre Lehendakaria enparantza, 1","Agirre Lehendakaria enparantza, 1",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/63,https://www.bizkaia.eus/documents/1544457/1565773/ARR01.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ARR01_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ARR01_eu.pdf
ARR03,6,Arratia-Amorebieta,1,Lineal,Lineala,68,Bedia,69.0,Galdakao,ARR03.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,7.34,3.67,16,30,00:56,7.34,46.0,46.0,01:51,1,43.2083284669,,-2.8021439072,,Bedia-Usansolo,"El itinerario une el casco de Bedia con Usansolo, continuando hasta llegar al puente Zubizarra en Bekea (Galdakao). Sale de Elexalde siguiendo las aceras de la N-240 hacia el oeste, pasa junto a la EDAR de Bedia y llega a Usansolo atravesando la vía asfaltada de Astui, con tráfico restringido. Rodea Usansolo por el sur y el oeste siguiendo las aceras de Pertxin y Laminarrieta, y tras pasar junto al campo de fútbol toma el camino asfaltado de Puentelatorre hasta el puente Zubizarra.","Ibilbideak Bediako herrigunea eta Usansolo elkartzen ditu, Bekean (Galdakao) dagoen Zubizarra zubiraino iristen delarik. Elexaldetik abiatzen da N-240 errepideko espaloiak jarraituz mendebalderantz, Bediako ur-araztegi ondotik igarotzen da eta Usansolora iristen da Astuiko trafiko mugatua duen asfaltozko bideari jarraituz. Usansolo hegoalde eta mendebaldetik inguratzen du Pertxin eta Laminarrietako espaloietan zehar, eta futbol zelaiaren ondotik igaro ondoren Puentelatorreko asfaltozko bidea hartzen du Zubizarra zubiraino helduz.","El itinerario sale de Elexalde, pasa por Astitxe, recorre parte del casco urbano de Usansolo (Galdakao) y llega a Puentelatorre.","Ibilbidea Elexaldetik abiatzen da, eta Astitxetik pasa ondoren Usansoloko (Galdakao) herrigunea zeharkatzen du tarte batean, Puentelatorrera iritsiz.","Agirre Lehendakaria enparantza, 1","Agirre Lehendakaria enparantza, 1",Puentelatorre,Puentelatorre zubia,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/65,https://www.bizkaia.eus/documents/1544457/1565773/ARR03.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ARR03_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ARR03_eu.pdf
ARR02,6,Arratia-Amorebieta,1,Lineal,Lineala,68,Bedia,67.0,Lemoa,ARR02.gpx,3,Media,Ertaina,3,Media,Ertaina,3,Media,Ertaina,8.04,4.02,46,37,01:00,8.04,83.0,83.0,02:00,1,43.2083683647,,-2.8021162469,,Bedia-Lemoa-Arraibi,"El itinerario une el casco de Bedia con el barrio de Arraibi en Lemoa. Se trata de un recorrido que baja desde Elexalde, cruza sobre el río Ibaizabal (cota mínima del recorrido, 54m) y pasa por debajo del ferrocarril Bilbao-Donostia. Asciende bruscamente por una pista cerca del caserío Ubegi (cota máxima del recorrido, 76m) para bajar más suavemente por Durandio, volviendo a cruzar el río por el puente que une Zubiate con Intzuntza. A partir de este punto sigue las aceras de Lehendakari Agirre hasta Tallerreta, donde gira para seguir las aceras de la BI-635 hasta el Ayuntamiento.","Ibilbideak Bediako eta Lemoako herriguneak elkartzen ditu, Arraibiraino luzatuz. Elexaldetik beherantz abiatzen da, Ibaizabal gurutzatzen du (ibilbideko gutxieneko garaiera, 54m) eta Bilbao-Donostia trenbidearen azpitik pasatzen da. Pista batean gora igotzen da bapatean Ubegi baserriaren ondoan (ibilbideko gehieneko garaiera, 76m) gero pixkanaka jeitsiz Durandion zehar, eta Zubiate Intzuntzarekin elkartzen duen zubiaren gainean ibaia berriro gurutzatuz. Puntu honetatik aurrera Lehendakari Agirreko espaloiak jarraitzen ditu Tallerrretaraino, eta BI-635 errepideko espaloiak udaletxeraino.","El itinerario sale de Elexalde, recorre parte del casco urbano de Lemoa y llega a Arraibi (Lemoa).","Ibilbidea Elexaldetik (Bedia) abiatzen da, Lemoako herrigunea zeharkatzen du eta Arraibira (Lemoa) iristen da.","Agirre Lehendakaria enparantza, 1","Agirre Lehendakaria enparantza, 1","Barrio Arraibi, 1","Arraibi auzoa, 1",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/64,https://www.bizkaia.eus/documents/1544457/1565773/ARR02.gpx,https://www.bizkaia.eus/documents/1544457/1565773/ARR02_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/ARR02_eu.pdf
